# WELL TRACE FROM FRACMAN
# WELL NAME:              Well C
# WELL HEAD X-COORDINATE: 13.5717164 (m)
# WELL HEAD Y-COORDINATE: 7.5019878 (m)
# WELL DATUM (KB, Kelly bushing, from MSL): 910.7 (m)
# WELL TYPE:              UNDEFINED
# MD AND TVD ARE REFERENCED (=0) AT WELL DATUM AND INCREASE DOWNWARDS
# XYZ TRACE IS GIVEN IN COORDINATE SYSTEM <Undefined>
# DEPTH (Z, tvd_z) GIVEN IN m-UNITS
# MD IS NOT EXACT (TRACE WAS NOT IMPORTED WITH MD-DATA)
#======================================================================================================================================
      MD              X              Y             Z           
 4278.210006      60.372036    1019.187352   -2524.722852
 4307.040044      59.406555    1047.988072   -2523.852490
 4335.969970      59.250061    1076.912144   -2523.291943
 4364.910045      58.911671    1105.848545   -2522.978711
 4393.829950      58.498146    1134.740757   -2521.782910
 4422.810010      57.790119    1163.711460   -2521.580518
 4451.750020      56.315933    1192.612706   -2521.843213
 4480.699983      55.043163    1221.532261   -2521.469434
 4509.669971      54.133194    1250.487950   -2521.454297
 4538.619954      53.163345    1279.418858   -2521.858594
 4567.629947      52.155972    1308.411290   -2521.797803
 4596.609979      51.685719    1337.380162   -2522.450146
 4625.529962      51.125481    1366.294712   -2522.435010
 4654.459953      50.943710    1395.224034   -2522.359326
 4683.230037      50.978855    1423.989537   -2522.871533
 4712.179963      51.302151    1452.931309   -2523.477734
 4740.989940      51.503204    1481.729771   -2524.267041
 4769.870059      51.770348    1510.608555   -2524.191357
 4798.810005      51.270344    1539.543248   -2524.423779
 4827.479959      50.800068    1568.205235   -2524.909131
 4856.200046      50.409424    1596.898716   -2526.081738
 4885.130060      50.086365    1625.819249   -2526.748242
 4913.949991      49.583397    1654.634190   -2526.934277
 4942.789989      49.301575    1683.467686   -2526.390576
 4971.780002      48.669178    1712.449986   -2526.173047
 5000.700042      47.725468    1741.354527   -2526.248730
 5029.689971      46.622894    1770.318882   -2525.732617
 5058.630041      45.790173    1799.226963   -2524.656934
 5087.580047      46.169117    1828.174473   -2524.687207
 5116.510038      47.097790    1857.082554   -2524.050977
 5145.399991      48.347805    1885.943760   -2523.738477
 5174.379974      49.662266    1914.890416   -2524.188672
 5203.319963      50.652039    1943.812657   -2524.405957
 5232.269975      52.010700    1972.730259   -2524.577832
 5261.180007      53.029728    2001.622227   -2524.502148
 5290.120056      53.903412    2030.548985   -2524.577832
 5318.999965      54.084858    2059.426792   -2524.280469
 5348.000022      53.882408    2088.425328   -2524.497998
 5376.849979      53.424263    2117.268834   -2524.095166
 5405.819984      52.878223    2146.233677   -2524.064893
 5434.839912      52.037571    2175.241001   -2524.221875
 5463.869968      50.948490    2204.250523   -2524.145947
 5492.730050      49.262474    2233.053990   -2524.795605
 5521.670085      47.415192    2261.933140   -2525.123975
 5550.629970      45.978218    2290.797886   -2523.270215
 5579.569932      45.514271    2319.689000   -2521.654736
 5608.579915      46.283756    2348.687535   -2521.386426
 5637.550075      47.309834    2377.636021   -2520.936475
 5666.479993      48.132259    2406.537144   -2519.942090
 5695.460058      48.829849    2435.494664   -2519.036816
 5724.490043      49.468060    2464.511265   -2518.428906
 5753.440086      49.932880    2493.457066   -2518.257031
 5782.480092      50.480187    2522.489292   -2517.866895
 5811.410016      51.005253    2551.413121   -2517.589307
 5840.339969      51.323109    2580.319615   -2516.468701
 5869.130109      51.865475    2609.089634   -2515.539258
 5898.150115      52.508659    2638.102085   -2515.382275
 5927.070047      52.826630    2667.019078   -2515.644727
 5956.019946      52.963051    2695.968052   -2515.457715
 5984.969901      52.942848    2724.908726   -2514.725049
 6013.940063      52.508461    2753.846714   -2513.431104
 6041.999986      51.917118    2781.843785   -2511.649609
 6062.999902      51.474743    2802.787876   -2510.184766
